action,project_id,file_ext,file_size,file_name,rel_path,reason,existing_ids,job_id
duplicate_in_batch,GVF,.pdf,858151,2025-11 ERP Spec Book.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/2025-11 ERP Spec Book.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/Backbone/Specs Books/2025-11 ERP Spec Book.pdf,,
duplicate_in_batch,GVF,.pdf,729235,2025-11 PIM Spec Book.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/2025-11 PIM Spec Book.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/Backbone/Specs Books/2025-11 PIM Spec Book.pdf,,
missing,GVF,.pdf,848420,2025-11 Spec Book ERP.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/2025-11 Spec Book ERP.pdf,no source_hash or title/project match; enqueued,,53fc814f-e278-4024-81ba-124465bc248a
duplicate_in_batch,GVF,.pdf,868967,2025-11 Ticketing & Bookling engine - Spec Book.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/2025-11 Ticketing & Bookling engine - Spec Book.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/Backbone/Specs Books/2025-11 Ticketing & Bookling engine - Spec Book.pdf,,
missing,GVF,.pdf,218134,2025-11-04 PIM_Short-list.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/2025-11-04 PIM_Short-list.pdf,no source_hash or title/project match; enqueued,,4c6c4ae0-e1c8-4544-8b10-b579dc8d805f
missing,GVF,.pdf,708737,2025-11-04 Spec Book PIM.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/2025-11-04 Spec Book PIM.pdf,no source_hash or title/project match; enqueued,,b0180f12-7255-4fa1-9cb1-f098e42382b4
missing,GVF,.xlsx,20256,Cost Center hierarchy.xlsx,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/Cost Center hierarchy.xlsx,no source_hash or title/project match; enqueued,,aa8ca519-a069-4435-834a-b3e8d512017d
missing,GVF,.pdf,317176,ERP-Shortlist reco.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/ERP-Shortlist reco.pdf,no source_hash or title/project match; enqueued,,10e27264-56e8-436c-b207-967dc4c605e1
missing,GVF,.pdf,297870,Planning Proyecto Gemswell.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/Planning Proyecto Gemswell.pdf,no source_hash or title/project match; enqueued,,af50c95c-854e-4055-81b9-02d593dcb9a1
missing,GVF,.pdf,5641132,Propuesta Gemswell v.2.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/Propuesta Gemswell v.2.pdf,no source_hash or title/project match; enqueued,,86fa53ee-c3a3-415f-a3f0-d5b5fdbed473
missing,GVF,.pdf,228380,Shortlist reco.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/Shortlist reco.pdf,no source_hash or title/project match; enqueued,,7a01e54e-200b-4b8b-8805-0820abefe65e
missing,GVF,.pdf,349587,T&B_Short-list.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/T&B_Short-list.pdf,no source_hash or title/project match; enqueued,,260b866f-ef07-4b2e-bd50-14d065117c33
missing,GVF,.pdf,860987,Ticketing _booking spec book.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/Ticketing _booking spec book.pdf,no source_hash or title/project match; enqueued,,14ab767f-240c-464f-a50c-9bb12449dcb5
missing,GVF,.docx,36732,Ticketing and Booking demos - Key Business Takeaways.docx,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/Ticketing and Booking demos - Key Business Takeaways.docx,no source_hash or title/project match; enqueued,,a13d9167-511c-485f-9627-89bb833ac72d
missing,GVF,.xlsx,441044,Visitors' app_Functionalities.xlsx,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/Visitors' app_Functionalities.xlsx,no source_hash or title/project match; enqueued,,9d05bd4d-fc5e-4d38-b59b-35d0ef7d330a
missing,GVF,.pptx,9894504,2026-02  Surf park Business model and T&B engine .pptx,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/STATUS PROYECTO/2026-02  Surf park Business model and T&B engine .pptx,no source_hash or title/project match; enqueued,,facc6d71-698d-48f9-9e75-0c04d3ffd9da
missing,GVF,.pdf,1895910,Gemswell IS - Project Statuts Feb 2026 .pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/STATUS PROYECTO/Gemswell IS - Project Statuts Feb 2026 .pdf,no source_hash or title/project match; enqueued,,f126fc17-9293-4fac-83be-3cbe97e6705d
missing,GVF,.pptx,11065450,Gemswell IS project status-Feb2026.pptx,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/STATUS PROYECTO/Gemswell IS project status-Feb2026.pptx,no source_hash or title/project match; enqueued,,d529185c-1060-47f5-87ff-e38d099a301e
missing,GVF,.xlsx,16677,Plantilla tecnología .xlsx,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/STATUS PROYECTO/Plantilla tecnología .xlsx,no source_hash or title/project match,,
duplicate_in_batch,GVF,.pdf,863509,2026-02  ERP tender results.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/2026-02  ERP tender results.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/Backbone/Tender Results/2026-02  ERP tender results.pdf,,
duplicate_in_batch,GVF,.pdf,361310,2026-02  PIM tender results.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/2026-02  PIM tender results.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/Backbone/Tender Results/2026-02  PIM tender results_v2.pdf,,
duplicate_in_batch,GVF,.pdf,1438939,2026-02  T&B tender results.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/2026-02  T&B tender results.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/Backbone/Tender Results/2026-02  T&B tender results.pdf,,
missing,GVF,.pdf,2582395,ALGORITMIA V2-ERP Dynamics365 Business Central Project for GEMSWELL.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/ALGORITMIA V2-ERP Dynamics365 Business Central Project for GEMSWELL.pdf,no source_hash or title/project match; enqueued,,2a7ff2bc-a4d4-4e32-a49b-bf28860498e7
missing,GVF,.xlsx,32786,All_Commercial offers.xlsx,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/All_Commercial offers.xlsx,no source_hash or title/project match; enqueued,,bff10210-0f43-4c27-a845-6cf1e6440116
missing,GVF,.xlsx,67615,All_Score cards. v2.xlsx,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/All_Score cards. v2.xlsx,no source_hash or title/project match; enqueued,,31b44a6c-cb88-4f08-8282-690c052c0767
missing,GVF,.pdf,2900825,ARBENTIA_GEMSWELL_DYN365_Commercial proposal _v4.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/ARBENTIA_GEMSWELL_DYN365_Commercial proposal _v4.pdf,no source_hash or title/project match; enqueued,,9fe7fa80-1c66-477c-ae5a-f0e9ff0b0269
duplicate_in_batch,GVF,.pdf,217839,Cashout ERP.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/Cashout ERP.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/Backbone/Tender Results/Cashout ERP.pdf,,
missing,GVF,.pdf,2193626,IS backbone systems tender results.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/IS backbone systems tender results.pdf,no source_hash or title/project match; enqueued,,622f5e73-3740-4262-9970-b80c02cef587
duplicate_in_batch,GVF,.pdf,2210639,IS Backbone tebder results con CAPEX .pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/IS Backbone tebder results con CAPEX .pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/Backbone/Tender Results/IS Backbone tebder results con CAPEX .pdf,,
missing,GVF,.pdf,2160390,IS backbone tenders summary .pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/IS backbone tenders summary .pdf,no source_hash or title/project match; enqueued,,1a7a5a78-7b10-414b-972b-d511d418ae59
missing,GVF,.pdf,2171865,IS backbone tenders summary.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/IS backbone tenders summary.pdf,no source_hash or title/project match; enqueued,,c7b68b4f-c601-4d69-a4a8-16ec022fde12
missing,GVF,.pdf,99146,Octupus_Presupuesto_V3.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/Octupus_Presupuesto_V3.pdf,no source_hash or title/project match; enqueued,,dffe376a-7a37-4768-b409-d18bd53863bc
missing,MAD,.pdf,9534564,Stoneweg – Surf Park Madrid Proposal 20260212 v6.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/Stoneweg – Surf Park Madrid Proposal 20260212 v6.pdf,no source_hash or title/project match,,
missing,MAD,.pdf,313749,Wave7 Offer - Madrid Playa Surf SL.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/Wave7 Offer - Madrid Playa Surf SL.pdf,no source_hash or title/project match; enqueued,,85b7bc67-4126-45b2-b8fb-6ef369b40f24
missing,GVF,.pdf,1202979,2025-02-27 Gemswell Roadmap V1.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/2025-02-27 Gemswell Roadmap V1.pdf,no source_hash or title/project match; enqueued,,30f2d841-2bd4-4c0a-b1e5-e9335b98867f
missing,GVF,.pdf,167083,2025-02-27 LOMAD MM - Gemswell - Hakaway.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/2025-02-27 LOMAD MM - Gemswell - Hakaway.pdf,no source_hash or title/project match; enqueued,,37c1e04c-c9ca-4c34-993b-88049514f0b0
duplicate_in_batch,GVF,.pdf,460221,2025-04-09 Gemswell IS Roadmap and Budget.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/2025-04-09 Gemswell IS Roadmap and Budget.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/1. BP/OLD/2025-04-09 Gemswell IS Roadmap and Budget.pdf,5e6f32bf-81a3-40a3-8c85-f664ca43355f;7ea1f1b7-aaee-480d-854f-4930cdf0cc97,
duplicate_in_batch,GVF,.pdf,1159613,2025-07-03  Contrato Hakaway Gemswell V6_signed.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/2025-07-03  Contrato Hakaway Gemswell V6_signed.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/10. LEGAL/1.CONTRATOS/8-Hakaway/2025-07-03  Contrato Hakaway Gemswell V6_signed.pdf,5684c6b9-65eb-4c87-893a-2aae055db411,
missing,MAD,.pdf,476100,2026-04-21 Madrid Surf Park · Anexo Actualización Proyecto Infra.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/2026-04-21 Madrid Surf Park · Anexo Actualización Proyecto Infra.pdf,no source_hash or title/project match,,
missing,GVF,.pdf,175267,Brief app.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/Brief app.pdf,no source_hash or title/project match; enqueued,,700c75a9-6fde-4183-ba1e-71dfcddb732e
duplicate_in_batch,GVF,.pdf,192462,Minutes workshop - Sales & distribution startegy.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/Minutes workshop - Sales & distribution startegy.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/Backbone/Specs Books/Minutes workshop - Sales & distribution startegy.pdf,,
missing,GVF,.pdf,10232421,Presentación Proyecto Axess - Gemswell Stoneweg.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/4. AXESS/Presentación Proyecto Axess - Gemswell Stoneweg.pdf,no source_hash or title/project match,,
unsupported,GVF,.zip,9731866,Appendix A.zip,1. GEMSWELL VENTURES/03. Ventures/6. IT/5. VIVA TICKET/Appendix A.zip,unsupported extension .zip,,
missing,GVF,.pdf,7876174,Presentation Vivaticket parques V1.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/5. VIVA TICKET/Presentation Vivaticket parques V1.pdf,no source_hash or title/project match; enqueued,,44ca7c6f-5256-4780-b1f7-47dc16401576
legacy_title_match,MAD,.pdf,9025835,Stoneweg – Surf Park Madrid - Ticketing system Proposal 20250610.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/5. VIVA TICKET/Stoneweg – Surf Park Madrid - Ticketing system Proposal 20250610.pdf,legacy title/project match has NULL source_hash; skipped by default to avoid duplicates,9ae3d952-3d1f-486e-b04b-0e163be2d1d0,
missing,GVF,.pdf,533535,Contrato GEMSWELL - Foqum v.2_signed.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/Contrato GEMSWELL - Foqum v.2_signed.pdf,no source_hash or title/project match; enqueued,,e04039f4-d38b-4234-b71f-2e979e4c9beb
missing,GVF,.docx,119629,Contrato GEMSWELL - Foqum v.1.docx,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/OLD/Contrato GEMSWELL - Foqum v.1.docx,no source_hash or title/project match; enqueued,,a51223e8-1a22-44a4-8828-61e4815732b4
missing,GVF,.docx,118444,Contrato GEMSWELL - Foqum v.2.docx,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/OLD/Contrato GEMSWELL - Foqum v.2.docx,no source_hash or title/project match; enqueued,,a3282b43-6ed3-4093-9353-636bd02d67bd
missing,GVF,.pdf,444809,Gemelo Digital operaciones v.1 - GEMSWELL.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/OLD/Gemelo Digital operaciones v.1 - GEMSWELL.pdf,no source_hash or title/project match; enqueued,,b6393b06-4146-4e0b-8f50-c55cbe92f8ef
missing,GVF,.pdf,9958369,Plan de Trabajo Foqum - Gemswell v.1.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/OLD/Plan de Trabajo Foqum - Gemswell v.1.pdf,no source_hash or title/project match; enqueued,,c4c040e6-b696-4c0b-a460-83ca145c6e1f
duplicate_in_batch,GVF,.pdf,297870,Planning Proyecto Gemswell.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/OLD/Planning Proyecto Gemswell.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/Planning Proyecto Gemswell.pdf,,
missing,GVF,.docx,89139,Primera Adenda al Contrato GEMSWELL - Foqum.docx,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/OLD/Primera Adenda al Contrato GEMSWELL - Foqum.docx,no source_hash or title/project match; enqueued,,043518c2-737b-4603-8fb1-d0eff5dddae1
missing,GVF,.pdf,2598590,Propuesta Gemswell feb2026.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/OLD/Propuesta Gemswell feb2026.pdf,no source_hash or title/project match; enqueued,,25315ba1-d945-4715-ada4-964d21ce7d9d
duplicate_in_batch,GVF,.pdf,5641132,Propuesta Gemswell v.2.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/OLD/Propuesta Gemswell v.2.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/SPECIFICATION BOOKS/Propuesta Gemswell v.2.pdf,,
missing,MAD,.pdf,374848,NDA MPS (unilateral) genérico ESP MPS-FOQUM_signed.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/NDA MPS (unilateral) genérico ESP MPS-FOQUM_signed.pdf,no source_hash or title/project match,,
missing,GVF,.pdf,327162,Primera Adenda al Contrato GEMSWELL - Foqum_signed.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/6. FOQUM/LEGAL/Primera Adenda al Contrato GEMSWELL - Foqum_signed.pdf,no source_hash or title/project match; enqueued,,f58b7c63-ce7d-4c1c-a230-c1b71bd0ac76
missing,GVF,.pdf,589671,2026 Wave7 Contract - GEMSWELL v2.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/2026 Wave7 Contract - GEMSWELL v2.pdf,no source_hash or title/project match; enqueued,,c09bdc4b-e33b-4973-b3d1-b14909517bc5
missing,GVF,.pdf,38275,2026 Wave7 Contract - GEMSWELL v4_certificate.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/CONTRATO FIRMADO/2026 Wave7 Contract - GEMSWELL v4_certificate.pdf,no source_hash or title/project match; enqueued,,ed20f274-d3d9-40f6-a18f-fc7521e57af9
missing,GVF,.pdf,612773,2026 Wave7 Contract - GEMSWELL v4_signed.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/CONTRATO FIRMADO/2026 Wave7 Contract - GEMSWELL v4_signed.pdf,no source_hash or title/project match; enqueued,,fb598630-aca8-4c3b-aaad-57af77a1647e
missing,GVF,.pdf,23219,tunn3l_Invoice_20260508-003189_gemswell.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/CONTRATO FIRMADO/tunn3l_Invoice_20260508-003189_gemswell.pdf,no source_hash or title/project match; enqueued,,826f81ee-74ab-4206-bc5c-b0f213646935
unsupported,GVF,.png,1766640,9 slides.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/9 slides.png,unsupported extension .png,,
unsupported,GVF,.png,661034,1 First timers _ Comitted surfers.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/1 Customers & Business/1 First timers _ Comitted surfers.png,unsupported extension .png,,
unsupported,GVF,.png,432873,2 Enthusiasts surfers.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/1 Customers & Business/2 Enthusiasts surfers.png,unsupported extension .png,,
unsupported,GVF,.png,422366,3 Sales per surf categories FTY _ES_CS.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/1 Customers & Business/3 Sales per surf categories FTY _ES_CS.png,unsupported extension .png,,
unsupported,GVF,.png,297487,4 1+2+3 + Funccionalities Wave7.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/1 Customers & Business/4 1+2+3 + Funccionalities Wave7.png,unsupported extension .png,,
unsupported,GVF,.png,1549956,6 Customer journey First timers.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/2 Customer jouneys/6 Customer journey First timers.png,unsupported extension .png,,
unsupported,GVF,.png,329514,7 Customer journey Comitted Surfers.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/2 Customer jouneys/7 Customer journey Comitted Surfers.png,unsupported extension .png,,
unsupported,GVF,.png,658856,8 Coaching for Intermediate surfers.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/2 Customer jouneys/8 Coaching for Intermediate surfers.png,unsupported extension .png,,
unsupported,GVF,.png,544455,10 Booking vs Stored value.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/3 Stored Value/10 Booking vs Stored value.png,unsupported extension .png,,
unsupported,GVF,.png,866790,11 Single or mass booking .png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/3 Stored Value/11 Single or mass booking .png,unsupported extension .png,,
unsupported,GVF,.png,838707,9 Upsales and upgrades.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/3 Stored Value/9 Upsales and upgrades.png,unsupported extension .png,,
unsupported,GVF,.png,240583,12 Suscription plans.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/4 Memberships and prouct types sold/12 Suscription plans.png,unsupported extension .png,,
unsupported,GVF,.png,342807,13 Customer Tiers.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/4 Memberships and prouct types sold/13 Customer Tiers.png,unsupported extension .png,,
unsupported,GVF,.png,732804,14 Memberships and product types.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/4 Memberships and prouct types sold/14 Memberships and product types.png,unsupported extension .png,,
unsupported,GVF,.png,539524,15 Calendar booking attributes.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/5 demand and offer management engine/15 Calendar booking attributes.png,unsupported extension .png,,
unsupported,GVF,.png,1608394,5 Wave 7 funccionalities.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/5 demand and offer management engine/5 Wave 7 funccionalities.png,unsupported extension .png,,
unsupported,GVF,.png,441115,Funccionalities.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/5 demand and offer management engine/Funccionalities.png,unsupported extension .png,,
missing,GVF,.docx,36800,Ticketing and Booking demos - Key Business Takeaways.docx,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Slides Wave7/Ticketing and Booking demos - Key Business Takeaways.docx,no source_hash or title/project match; enqueued,,12b042ad-a92e-40b4-ad18-18b950701639
missing,GVF,.pdf,54668,202601_16_Tunnel_10-points_EN.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/202601_16_Tunnel_10-points_EN.pdf,no source_hash or title/project match; enqueued,,1ac6faac-f44d-40a7-b95e-dcdd5da21674
missing,GVF,.pdf,102186,202601_16_Tunnel_Synthesis_didactic_EN.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/202601_16_Tunnel_Synthesis_didactic_EN.pdf,no source_hash or title/project match; enqueued,,0eaa8759-3b9a-4e00-8aac-bf168e3ed375
missing,GVF,.xlsx,16679,Plantilla tecnología .xlsx,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Plantilla tecnología .xlsx,no source_hash or title/project match,,
missing,GVF,.pdf,1212158,Quantum8 V2.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Quantum8 V2.pdf,no source_hash or title/project match; enqueued,,36fec6ba-7b32-4434-9ba8-f29d9f32ec28
duplicate_in_batch,GVF,.pdf,1699028,Tunn3l Company Profile 2025.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Tunn3l Company Profile 2025.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/wave7/Tunn3l Company Profile 2025.pdf,,
duplicate_in_batch,MAD,.pdf,313749,Wave7 Offer - Madrid Playa Surf SL.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Wave7 Offer - Madrid Playa Surf SL.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/TENDER/Wave7 Offer - Madrid Playa Surf SL.pdf,,
unsupported,GVF,.png,608287,Wave7_1.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Wave7_1.png,unsupported extension .png,,
unsupported,GVF,.png,471924,Wave7_2.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Wave7_2.png,unsupported extension .png,,
unsupported,GVF,.png,1507786,Wave7_3.png,1. GEMSWELL VENTURES/03. Ventures/6. IT/7. Wave7/Wave7_3.png,unsupported extension .png,,
duplicate_in_batch,GVF,.pdf,217839,Cashout ERP.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/8. ARBENTIA/Cashout ERP.pdf,same bytes/project already present in this source batch: 1. GEMSWELL VENTURES/03. Ventures/6. IT/3. HACKAWAY/MIGRACIÓN CARMEN/Entregables Hakaway/Backbone/Tender Results/Cashout ERP.pdf,,
missing,GVF,.xlsx,200036,CC and Ledger V3 (incl BS).xlsx,1. GEMSWELL VENTURES/03. Ventures/6. IT/8. ARBENTIA/CC and Ledger V3 (incl BS).xlsx,no source_hash or title/project match; enqueued,,ff96a546-aec1-4d50-a3d1-5b77672fe3af
missing,GVF,.pdf,2844796,Commercial proposal ARBENTIA_GEMSWELL_DYN365_v6.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/8. ARBENTIA/Commercial proposal ARBENTIA_GEMSWELL_DYN365_v6.pdf,no source_hash or title/project match; enqueued,,d488d7aa-7d9a-45ca-b7ec-a53efa33bc4d
missing,GVF,.pdf,3097507,Commercial proposal ARBENTIA_GEMSWELL_DYN365_v6_firma cliente_signed.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/8. ARBENTIA/Commercial proposal ARBENTIA_GEMSWELL_DYN365_v6_firma cliente_signed.pdf,no source_hash or title/project match; enqueued,,2020ff5f-3371-4877-a476-62b1fceb18e6
unsupported,GVF,.jpg,165815,CRITERIOS DE AMORTIZACION CAPEX & OPEX.jpg,1. GEMSWELL VENTURES/03. Ventures/6. IT/8. ARBENTIA/CRITERIOS DE AMORTIZACION CAPEX & OPEX.jpg,unsupported extension .jpg,,
missing,GVF,.pdf,321387,Factura venta 26FV00620.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/8. ARBENTIA/Factura venta 26FV00620.pdf,no source_hash or title/project match; enqueued,,cea052cf-a64d-49bb-8dfb-b883bc3b0e02
missing,GVF,.pdf,322993,Factura venta 26FV00725.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/8. ARBENTIA/Factura venta 26FV00725.pdf,no source_hash or title/project match; enqueued,,79a5a90a-7867-4018-b01e-a3a90502064d
missing,GVF,.pdf,322002,Factura venta 26FV00750.pdf,1. GEMSWELL VENTURES/03. Ventures/6. IT/8. ARBENTIA/Factura venta 26FV00750.pdf,no source_hash or title/project match; enqueued,,f8e04437-15bf-49c5-bb10-9b3647449d52
